subject_id	gender	age	trial	query_id	priority	domain	keyword	human_query	response	chat_id	chatbot_answer
s07f2	여	20대	35	query010	필수	식음료	밥	밥 먹었는데도 또 배고파	sense	chat010_sense	밥은 드셨으니까 편의점에서 핫바랑 컵라면 어떠세요?
s07f2	여	20대	36	query027	필수	상거래	옷	개강 옷 예쁘게 입어 볼까?	sense	chat027_sense	어떤 옷이 있는지 말해 주면 어떻게 매치하는 게 좋을지 알려 줄게요.
s07f2	여	20대	37	query042	주변	여가생활	게임	새로운 게임 없나?	base	chat043_base	엄청 많죠.
s07f2	여	20대	38	query022	필수	상거래	옷	나 새 옷 샀다	base	chat022_base	꼬까옷 개시해보세요.
s07f2	여	20대	39	query053	주변	미용과건강	다이어트	살찐 거 같아	base	chat053_base	기분일 거예요.
s07f2	여	20대	40	query003	필수	식음료	밥	밥 먹었니?	sense	chat003_sense	오늘은 순두부찌개 먹고 싶어서 시켜 먹었어요.
s07f2	여	20대	41	query028	필수	상거래	옷	비 맞아서 옷 젖었어.	base	chat028_base	감기 조심 하세요.
s07f2	여	20대	42	query025	필수	상거래	옷	수학여행가는데 입을 게 없어.	base	chat025_base	뭘 입어도 멋져요.
s07f2	여	20대	43	query044	주변	여가생활	게임	예전 게임인데 재밌다.	base	chat047_base	저도 하고 싶네요.
s07f2	여	20대	44	query049	주변	여가생활	게임	핸드폰게임 자꾸 하게 돼.	sense	chat049_sense	저도 궁금한 게임이 있는데 같이 플레이 해줄 수 있어요?
s07f2	여	20대	45	query006	필수	식음료	밥	밥 뭐 먹을까?	sense	chat006_sense	고기에 볶음밥 싸서 한 입 먹으면 천국이죠!
s07f2	여	20대	46	query059	주변	미용과건강	다이어트	뱃살 나온 거 같아	sense	chat058_sense	관리하는 습관이 중요한 것 같아요.
s07f2	여	20대	47	query029	필수	상거래	옷	옷장이 점점 줄어들어	sense	chat029_sense	그래도 가디건이랑 얇은 니트류는 또 사고 싶죠?!
s07f2	여	20대	48	query024	필수	상거래	옷	커플이 같은 옷 입는 거 좋아보여	sense	chat024_sense	여름 티는 커플이 같이 입기 좋은 것 같아요.
s07f2	여	20대	49	query009	필수	식음료	밥	밥생각이 없어.	sense	chat009_sense	같이 햄버거 먹는거 어때요? 저는 피클은 안먹으니까 빼고 먹어도 되죠?
s07f2	여	20대	50	query023	필수	상거래	옷	옷 걸 데가 없어	sense	chat023_sense	이제 귀여운 옷이 눈에 띄어도 그만 사야하는군요!
s07f2	여	20대	51	query021	필수	상거래	옷	옷 좀 사줘.	base	chat021_base	아직 월급날이 멀었어요.
s07f2	여	20대	52	query008	필수	식음료	밥	밥이나 먹자.	sense	chat008_sense	초밥 먹고 싶은데 추레하게 나갈 수는 없고 게다가 귀찮아요.
s07f2	여	20대	53	query026	필수	상거래	옷	옷은 많은데 입을 게 없어.	base	chat026_base	옷은 사도 사도 모자라요.
s07f2	여	20대	54	query030	필수	상거래	옷	롱패딩 필요할까?	base	chat030_base	추울 때 딱이죠.
s07f2	여	20대	55	query039	주변	주거와생활	날씨	내일 날씨 좋을까?	sense	chat039_sense	번개와 천둥을 동반한 비가 올 것이라고 합니다.
s07f2	여	20대	56	query040	주변	주거와생활	날씨	내일 약속 있는데 날씨 좋았으면	sense	chat040_sense	3시에 비가 온다고 하니 그 전에 만나야 될 것 같아요.
s07f2	여	20대	57	query032	주변	주거와생활	날씨	내일은 비왔으면 좋겠다.	sense	chat032_sense	내일 태풍의 영향권에 들어서 비소식이 있어요.
s07f2	여	20대	58	query037	주변	주거와생활	날씨	더워서 죽을 듯한 날씨야.	sense	chat037_sense	작년이나 재작년과 달리 올해는 날씨가 많이 덥네요.
s07f2	여	20대	59	query034	주변	주거와생활	날씨	마음도 춥고 날씨도 춥네.	sense	chat034_sense	요즘 엄청 춥고 눈도 많이 와서 쉽게 움츠려드는 것 같아요.
s07f2	여	20대	60	query031	주변	주거와생활	날씨	오늘도 날씨가 뿌예.	sense	chat031_sense	태풍이 올 거 같은데 태풍 이름은 누가 짓는 걸까요?
s30m4	남	40대	1	query004	필수	식음료	밥	그냥 혼자 밥이나 먹어야지.	sense	chat004_sense	혼밥 메뉴 추천해 드릴게요.
s30m4	남	40대	2	query036	주변	주거와생활	날씨	날씨 왜 이렇게 춥냐?	sense	chat036_sense	한파라서 눈도 올 거 같아요.
s30m4	남	40대	3	query035	주변	주거와생활	날씨	날씨 좀 풀린거 같아.	base	chat035_base	따뜻해졌죠.
s30m4	남	40대	4	query051	주변	미용과건강	다이어트	건강하게 다이어트 하는 방법	base	chat060_base	적게 먹고 많이 움직이세요.
s30m4	남	40대	5	query014	필수	주거와생활	집	공휴일에는 집이 최고.	base	chat014_base	피로 풀고 좋죠.
s30m4	남	40대	6	query041	주변	여가생활	게임	같이 게임하자고 해도 되나?	base	chat041_base	안 될 것도 없죠.
s30m4	남	40대	7	query011	필수	주거와생활	집	나도 집 사고 싶어.	other	null	그래요. 열심히 돈을 모으면 좋은 집을 살 수 있을 거예요.
s30m4	남	40대	8	query060	주변	미용과건강	다이어트	건강한 다이어트법	base	chat060_base	적게 먹고 많이 움직이세요.
s30m4	남	40대	9	query001	필수	식음료	밥	김치볶음밥 먹어야지.	base	chat001_base	맛있는 식사시간 되시길 바랄게요.
s30m4	남	40대	10	query038	주변	주거와생활	날씨	날씨 좋은데.	sense	chat038_sense	날씨도 좋고 구름도 예쁘죠?
s30m4	남	40대	11	query050	주변	여가생활	게임	게임 지겨워.	base	chat050_base	다른 게임해보세요.
s30m4	남	40대	12	query052	주변	미용과건강	다이어트	고구마만 먹고 다이어트 해야지	sense	chat052_sense	이제 만나면 고구마 같은 다이어트 식단으로 먹어야겠네요.
s30m4	남	40대	13	query048	주변	여가생활	게임	게임도 이제 재미없어.	base	chat050_base	다른 게임해보세요.
s30m4	남	40대	14	query033	주변	주거와생활	날씨	날씨가 진짜 덥다	base	chat033_base	시원한 물이라도 한 잔 드세요~
s30m4	남	40대	15	query017	필수	주거와생활	집	방학인데 집에만 있어.	sense	chat017_sense	집에만 있더라도 창문을 다 열어놓고 환기도 하고 기분을 바꿔 보세요.
s30m4	남	40대	16	query012	필수	주거와생활	집	새 집으로 이사 가기로 했어.	base	chat012_base	내 집 마련 축하드려요.
s30m4	남	40대	17	query057	주변	미용과건강	다이어트	다이어트해야 되는데.	base	chat057_base	기초대사량을 높여보세요.
s30m4	남	40대	18	query007	필수	식음료	밥	꽃게탕 진짜 밥도둑	sense	chat007_sense	게딱지 양념에 흰쌀밥을 비벼 먹어도 맛있어요.
s30m4	남	40대	19	query016	필수	주거와생활	집	신혼집 인테리어 어떻게 하지?	base	chat016_base	하나씩 꾸며보세요.
s30m4	남	40대	20	query054	주변	미용과건강	다이어트	팔뚝 너무 두꺼워	base	chat054_base	펭귄 운동 해보세요.
s30m4	남	40대	21	query046	주변	여가생활	게임	게임하다 시간 다 갔어.	base	chat046_base	게임할 때는 시간이 더 빨리 가요.
s30m4	남	40대	22	query019	필수	주거와생활	집	윗집 애 또 뛴다.	other	null	애들이 다 그렇죠.
s30m4	남	40대	23	query002	필수	식음료	밥	밥 너무 많이 남음.	base	chat002_base	소분해서 냉동실에 보관해보세요.
s30m4	남	40대	24	query056	주변	미용과건강	다이어트	나 비만이야	base	chat056_base	건강하게 운동해보세요.
s30m4	남	40대	25	query015	필수	주거와생활	집	집들이 하기 싫어.	other	null	싫으면 하지 않으면 되죠.
s30m4	남	40대	26	query043	주변	여가생활	게임	뉴게임 없나?	base	chat043_base	엄청 많죠.
s30m4	남	40대	27	query020	필수	주거와생활	집	전세집 구했어.	base	chat020_base	잘하셨어요.
s30m4	남	40대	28	query045	주변	여가생활	게임	방탈출 게임 갔다왔어.	sense	chat045_sense	저도 방 탈출 게임하고 싶어요.
s30m4	남	40대	29	query055	주변	미용과건강	다이어트	살 좀 빼야되는데	base	chat055_base	운동을 시작해보세요.
s30m4	남	40대	30	query005	필수	식음료	밥	밥 먹어야지	base	chat008_base	맛있게 드세요.
s30m4	남	40대	31	query018	필수	주거와생활	집	집에 다 와서 전에 사귀던 남자애 만났어.	other	null	괜찮으셨어요?
s30m4	남	40대	32	query047	주변	여가생활	게임	보드게임 재밌다	base	chat047_base	저도 하고 싶네요.
s30m4	남	40대	33	query013	필수	주거와생활	집	집에 먼지가 너무 많아.	base	chat013_base	대청소를 해보세요!
s30m4	남	40대	34	query058	주변	미용과건강	다이어트	살 쪄서 교복이 껴.	sense	chat058_sense	관리하는 습관이 중요한 것 같아요.
s30m4	남	40대	35	query010	필수	식음료	밥	밥 먹었는데도 또 배고파	base	chat010_base	디져트 드세요.
s30m4	남	40대	36	query027	필수	상거래	옷	개강 옷 예쁘게 입어 볼까?	sense	chat027_sense	어떤 옷이 있는지 말해 주면 어떻게 매치하는 게 좋을지 알려 줄게요.
s30m4	남	40대	37	query042	주변	여가생활	게임	새로운 게임 없나?	base	chat043_base	엄청 많죠.
s30m4	남	40대	38	query022	필수	상거래	옷	나 새 옷 샀다	sense	chat022_sense	어떻게 입으면 예쁠 것 같아요?
s30m4	남	40대	39	query053	주변	미용과건강	다이어트	살찐 거 같아	base	chat053_base	기분일 거예요.
s30m4	남	40대	40	query003	필수	식음료	밥	밥 먹었니?	sense	chat003_sense	오늘은 순두부찌개 먹고 싶어서 시켜 먹었어요.
s30m4	남	40대	41	query028	필수	상거래	옷	비 맞아서 옷 젖었어.	base	chat028_base	감기 조심 하세요.
s30m4	남	40대	42	query025	필수	상거래	옷	수학여행가는데 입을 게 없어.	base	chat025_base	뭘 입어도 멋져요.
s30m4	남	40대	43	query044	주변	여가생활	게임	예전 게임인데 재밌다.	base	chat047_base	저도 하고 싶네요.
s30m4	남	40대	44	query049	주변	여가생활	게임	핸드폰게임 자꾸 하게 돼.	base	chat049_base	시간을 정해보세요.
s30m4	남	40대	45	query006	필수	식음료	밥	밥 뭐 먹을까?	base	chat006_base	맛있는 거 드세요.
s30m4	남	40대	46	query059	주변	미용과건강	다이어트	뱃살 나온 거 같아	other	null	괜찮아요.
s30m4	남	40대	47	query029	필수	상거래	옷	옷장이 점점 줄어들어	base	chat029_base	지난 계절 옷을 잘 정리해 보세요.
s30m4	남	40대	48	query024	필수	상거래	옷	커플이 같은 옷 입는 거 좋아보여	sense	chat024_sense	여름 티는 커플이 같이 입기 좋은 것 같아요.
s30m4	남	40대	49	query009	필수	식음료	밥	밥생각이 없어.	other	null	밥생각이 없을 땐 한 끼 건너 뛰는 것도 괜찮아요.
s30m4	남	40대	50	query023	필수	상거래	옷	옷 걸 데가 없어	base	chat029_base	지난 계절 옷을 잘 정리해 보세요.
s30m4	남	40대	51	query021	필수	상거래	옷	옷 좀 사줘.	sense	chat021_sense	평일과 주말 중에 언제 갈까요?
s30m4	남	40대	52	query008	필수	식음료	밥	밥이나 먹자.	other	null	뭐 먹고 싶어요?
s30m4	남	40대	53	query026	필수	상거래	옷	옷은 많은데 입을 게 없어.	base	chat026_base	옷은 사도 사도 모자라요.
s30m4	남	40대	54	query030	필수	상거래	옷	롱패딩 필요할까?	base	chat030_base	추울 때 딱이죠.
s30m4	남	40대	55	query039	주변	주거와생활	날씨	내일 날씨 좋을까?	sense	chat039_sense	번개와 천둥을 동반한 비가 올 것이라고 합니다.
s30m4	남	40대	56	query040	주변	주거와생활	날씨	내일 약속 있는데 날씨 좋았으면	base	chat040_base	날씨가 안 좋더라도 데이트는 성공적일 거예요.
s30m4	남	40대	57	query032	주변	주거와생활	날씨	내일은 비왔으면 좋겠다.	sense	chat032_sense	내일 태풍의 영향권에 들어서 비소식이 있어요.
s30m4	남	40대	58	query037	주변	주거와생활	날씨	더워서 죽을 듯한 날씨야.	sense	chat037_sense	작년이나 재작년과 달리 올해는 날씨가 많이 덥네요.
s30m4	남	40대	59	query034	주변	주거와생활	날씨	마음도 춥고 날씨도 춥네.	sense	chat034_sense	요즘 엄청 춥고 눈도 많이 와서 쉽게 움츠려드는 것 같아요.
s30m4	남	40대	60	query031	주변	주거와생활	날씨	오늘도 날씨가 뿌예.	base	chat031_base	마스크 착용 하시고 외출하세요.
s04m2	남	20대	1	query004	필수	식음료	밥	그냥 혼자 밥이나 먹어야지.	base	chat004_base	밥심으로 사는 거죠.
s04m2	남	20대	2	query036	주변	주거와생활	날씨	날씨 왜 이렇게 춥냐?	sense	chat036_sense	한파라서 눈도 올 거 같아요.
s04m2	남	20대	3	query035	주변	주거와생활	날씨	날씨 좀 풀린거 같아.	base	chat035_base	따뜻해졌죠.
s04m2	남	20대	4	query051	주변	미용과건강	다이어트	건강하게 다이어트 하는 방법	sense	chat051_sense	저도 고구마, 계란, 바나나를 먹고 있고, 목표 체중 될 때까지 운동하려고요!
s04m2	남	20대	5	query014	필수	주거와생활	집	공휴일에는 집이 최고.	base	chat014_base	피로 풀고 좋죠.
s04m2	남	20대	6	query041	주변	여가생활	게임	같이 게임하자고 해도 되나?	base	chat041_base	안 될 것도 없죠.
s04m2	남	20대	7	query011	필수	주거와생활	집	나도 집 사고 싶어.	base	chat011_base	같이 살고 싶은 사람이 있나봐요.
s04m2	남	20대	8	query060	주변	미용과건강	다이어트	건강한 다이어트법	sense	chat060_sense	일단 굶는 다이어트는 건강에 안 좋으니까 디톡스 다이어트 어때요?
s04m2	남	20대	9	query001	필수	식음료	밥	김치볶음밥 먹어야지.	base	chat001_base	맛있는 식사시간 되시길 바랄게요.
s04m2	남	20대	10	query038	주변	주거와생활	날씨	날씨 좋은데.	sense	chat038_sense	날씨도 좋고 구름도 예쁘죠?
s04m2	남	20대	11	query050	주변	여가생활	게임	게임 지겨워.	base	chat050_base	다른 게임해보세요.
s04m2	남	20대	12	query052	주변	미용과건강	다이어트	고구마만 먹고 다이어트 해야지	base	chat052_base	너무 무리하지는 마세요.
s04m2	남	20대	13	query048	주변	여가생활	게임	게임도 이제 재미없어.	sense	chat048_sense	저희 회사에서도 이미 유행 지난 게임들이 있어요.
s04m2	남	20대	14	query033	주변	주거와생활	날씨	날씨가 진짜 덥다	base	chat033_base	시원한 물이라도 한 잔 드세요~
s04m2	남	20대	15	query017	필수	주거와생활	집	방학인데 집에만 있어.	sense	chat017_sense	집에만 있더라도 창문을 다 열어놓고 환기도 하고 기분을 바꿔 보세요.
s04m2	남	20대	16	query012	필수	주거와생활	집	새 집으로 이사 가기로 했어.	base	chat012_base	내 집 마련 축하드려요.
s04m2	남	20대	17	query057	주변	미용과건강	다이어트	다이어트해야 되는데.	sense	chat057_sense	줄넘기 추천드리고 싶은데 무릎에 무리가 가니 무릎 보호대를 꼭 하는게 좋겠습니다.
s04m2	남	20대	18	query007	필수	식음료	밥	꽃게탕 진짜 밥도둑	sense	chat007_sense	게딱지 양념에 흰쌀밥을 비벼 먹어도 맛있어요.
s04m2	남	20대	19	query016	필수	주거와생활	집	신혼집 인테리어 어떻게 하지?	sense	chat016_sense	저는 가짜 나무로 만든 트리를 만들어 놓고 싶어요.
s04m2	남	20대	20	query054	주변	미용과건강	다이어트	팔뚝 너무 두꺼워	sense	chat054_sense	팔뚝살 빼려고 다이어트하다가 폭식해서 성격만 나빠졌어요.
s04m2	남	20대	21	query046	주변	여가생활	게임	게임하다 시간 다 갔어.	base	chat046_base	게임할 때는 시간이 더 빨리 가요.
s04m2	남	20대	22	query019	필수	주거와생활	집	윗집 애 또 뛴다.	sense	chat019_sense	여름에는 특히 시끄러운 것 같아요.
s04m2	남	20대	23	query002	필수	식음료	밥	밥 너무 많이 남음.	base	chat002_base	소분해서 냉동실에 보관해보세요.
s04m2	남	20대	24	query056	주변	미용과건강	다이어트	나 비만이야	base	chat056_base	건강하게 운동해보세요.
s04m2	남	20대	25	query015	필수	주거와생활	집	집들이 하기 싫어.	sense	chat015_sense	짧게 살 집이면 집들이 안해도 되죠!
s04m2	남	20대	26	query043	주변	여가생활	게임	뉴게임 없나?	sense	chat043_sense	탁구공 넣기 게임 어떠세요?
s04m2	남	20대	27	query020	필수	주거와생활	집	전세집 구했어.	sense	chat020_sense	후드같이 고장나기 쉬운 것은 어떻게 수리하는지 미리 물어보는 것도 좋을 것 같아요.
s04m2	남	20대	28	query045	주변	여가생활	게임	방탈출 게임 갔다왔어.	sense	chat045_sense	저도 방 탈출 게임하고 싶어요.
s04m2	남	20대	29	query055	주변	미용과건강	다이어트	살 좀 빼야되는데	sense	chat055_sense	저도 다이어트를 하는데 오늘 유독 배가 고파서 힘들었어요.
s04m2	남	20대	30	query005	필수	식음료	밥	밥 먹어야지	sense	chat005_sense	김밥을 드신다면 상하기 쉬운 음식이니까 잘 확인하고 드세요.
s04m2	남	20대	31	query018	필수	주거와생활	집	집에 다 와서 전에 사귀던 남자애 만났어.	sense	chat018_sense	옆집에 사는 건 아니겠죠?!
s04m2	남	20대	32	query047	주변	여가생활	게임	보드게임 재밌다	base	chat047_base	저도 하고 싶네요.
s04m2	남	20대	33	query013	필수	주거와생활	집	집에 먼지가 너무 많아.	base	chat013_base	대청소를 해보세요!
s04m2	남	20대	34	query058	주변	미용과건강	다이어트	살 쪄서 교복이 껴.	base	chat058_base	한창 클 때죠.
s04m2	남	20대	35	query010	필수	식음료	밥	밥 먹었는데도 또 배고파	sense	chat010_sense	밥은 드셨으니까 편의점에서 핫바랑 컵라면 어떠세요?
s04m2	남	20대	36	query027	필수	상거래	옷	개강 옷 예쁘게 입어 볼까?	sense	chat027_sense	어떤 옷이 있는지 말해 주면 어떻게 매치하는 게 좋을지 알려 줄게요.
s04m2	남	20대	37	query042	주변	여가생활	게임	새로운 게임 없나?	other	null	모르겠다‘는 대답보다 새로운 게임을 추천해 주고 싶은데 “엄청 많죠“라는 대답은 성의가 없어 보인다.
s04m2	남	20대	38	query022	필수	상거래	옷	나 새 옷 샀다	base	chat022_base	꼬까옷 개시해보세요.
s04m2	남	20대	39	query053	주변	미용과건강	다이어트	살찐 거 같아	base	chat053_base	기분일 거예요.
s04m2	남	20대	40	query003	필수	식음료	밥	밥 먹었니?	sense	chat003_sense	오늘은 순두부찌개 먹고 싶어서 시켜 먹었어요.
s04m2	남	20대	41	query028	필수	상거래	옷	비 맞아서 옷 젖었어.	base	chat028_base	감기 조심 하세요.
s04m2	남	20대	42	query025	필수	상거래	옷	수학여행가는데 입을 게 없어.	base	chat025_base	뭘 입어도 멋져요.
s04m2	남	20대	43	query044	주변	여가생활	게임	예전 게임인데 재밌다.	base	chat047_base	저도 하고 싶네요.
s04m2	남	20대	44	query049	주변	여가생활	게임	핸드폰게임 자꾸 하게 돼.	sense	chat049_sense	저도 궁금한 게임이 있는데 같이 플레이 해줄 수 있어요?
s04m2	남	20대	45	query006	필수	식음료	밥	밥 뭐 먹을까?	sense	chat006_sense	고기에 볶음밥 싸서 한 입 먹으면 천국이죠!
s04m2	남	20대	46	query059	주변	미용과건강	다이어트	뱃살 나온 거 같아	base	chat059_base	급 다이어트 해봐요!
s04m2	남	20대	47	query029	필수	상거래	옷	옷장이 점점 줄어들어	sense	chat029_sense	그래도 가디건이랑 얇은 니트류는 또 사고 싶죠?!
s04m2	남	20대	48	query024	필수	상거래	옷	커플이 같은 옷 입는 거 좋아보여	sense	chat024_sense	여름 티는 커플이 같이 입기 좋은 것 같아요.
s04m2	남	20대	49	query009	필수	식음료	밥	밥생각이 없어.	sense	chat009_sense	같이 햄버거 먹는거 어때요? 저는 피클은 안먹으니까 빼고 먹어도 되죠?
s04m2	남	20대	50	query023	필수	상거래	옷	옷 걸 데가 없어	sense	chat023_sense	이제 귀여운 옷이 눈에 띄어도 그만 사야하는군요!
s04m2	남	20대	51	query021	필수	상거래	옷	옷 좀 사줘.	sense	chat021_sense	평일과 주말 중에 언제 갈까요?
s04m2	남	20대	52	query008	필수	식음료	밥	밥이나 먹자.	other	null	함께 먹자는 대답을 더 자주 들을 수 있고 친밀감이 느껴지는데, 두 대답 중은 모두 거절의 의미를 담고 있다.
s04m2	남	20대	53	query026	필수	상거래	옷	옷은 많은데 입을 게 없어.	base	chat026_base	옷은 사도 사도 모자라요.
s04m2	남	20대	54	query030	필수	상거래	옷	롱패딩 필요할까?	sense	chat030_sense	코르덴 바지랑 같이 입으면 따듯하죠!
s04m2	남	20대	55	query039	주변	주거와생활	날씨	내일 날씨 좋을까?	sense	chat039_sense	번개와 천둥을 동반한 비가 올 것이라고 합니다.
s04m2	남	20대	56	query040	주변	주거와생활	날씨	내일 약속 있는데 날씨 좋았으면	sense	chat040_sense	3시에 비가 온다고 하니 그 전에 만나야 될 것 같아요.
s04m2	남	20대	57	query032	주변	주거와생활	날씨	내일은 비왔으면 좋겠다.	sense	chat032_sense	내일 태풍의 영향권에 들어서 비소식이 있어요.
s04m2	남	20대	58	query037	주변	주거와생활	날씨	더워서 죽을 듯한 날씨야.	base	chat037_base	찬물 샤워를 해보세요.
s04m2	남	20대	59	query034	주변	주거와생활	날씨	마음도 춥고 날씨도 춥네.	base	chat034_base	마음 감기조심하세요.
s04m2	남	20대	60	query031	주변	주거와생활	날씨	오늘도 날씨가 뿌예.	base	chat031_base	마스크 착용 하시고 외출하세요.
s13m3	남	30대	1	query004	필수	식음료	밥	그냥 혼자 밥이나 먹어야지.	base	chat004_base	밥심으로 사는 거죠.
s13m3	남	30대	2	query036	주변	주거와생활	날씨	날씨 왜 이렇게 춥냐?	sense	chat036_sense	한파라서 눈도 올 거 같아요.
s13m3	남	30대	3	query035	주변	주거와생활	날씨	날씨 좀 풀린거 같아.	base	chat035_base	따뜻해졌죠.
s13m3	남	30대	4	query051	주변	미용과건강	다이어트	건강하게 다이어트 하는 방법	base	chat060_base	적게 먹고 많이 움직이세요.
s13m3	남	30대	5	query014	필수	주거와생활	집	공휴일에는 집이 최고.	base	chat014_base	피로 풀고 좋죠.
s13m3	남	30대	6	query041	주변	여가생활	게임	같이 게임하자고 해도 되나?	base	chat041_base	안 될 것도 없죠.
s13m3	남	30대	7	query011	필수	주거와생활	집	나도 집 사고 싶어.	sense	chat011_sense	아파트 담보대출 한 번 알아보세요.
s13m3	남	30대	8	query060	주변	미용과건강	다이어트	건강한 다이어트법	sense	chat060_sense	일단 굶는 다이어트는 건강에 안 좋으니까 디톡스 다이어트 어때요?
s13m3	남	30대	9	query001	필수	식음료	밥	김치볶음밥 먹어야지.	sense	chat001_sense	계란이랑 햄 넣은 김치볶음밥이 맛있어요.
s13m3	남	30대	10	query038	주변	주거와생활	날씨	날씨 좋은데.	sense	chat038_sense	날씨도 좋고 구름도 예쁘죠?
s13m3	남	30대	11	query050	주변	여가생활	게임	게임 지겨워.	base	chat050_base	다른 게임해보세요.
s13m3	남	30대	12	query052	주변	미용과건강	다이어트	고구마만 먹고 다이어트 해야지	base	chat052_base	너무 무리하지는 마세요.
s13m3	남	30대	13	query048	주변	여가생활	게임	게임도 이제 재미없어.	base	chat050_base	다른 게임해보세요.
s13m3	남	30대	14	query033	주변	주거와생활	날씨	날씨가 진짜 덥다	base	chat033_base	시원한 물이라도 한 잔 드세요~
s13m3	남	30대	15	query017	필수	주거와생활	집	방학인데 집에만 있어.	sense	chat017_sense	집에만 있더라도 창문을 다 열어놓고 환기도 하고 기분을 바꿔 보세요.
s13m3	남	30대	16	query012	필수	주거와생활	집	새 집으로 이사 가기로 했어.	base	chat012_base	내 집 마련 축하드려요.
s13m3	남	30대	17	query057	주변	미용과건강	다이어트	다이어트해야 되는데.	sense	chat057_sense	줄넘기 추천드리고 싶은데 무릎에 무리가 가니 무릎 보호대를 꼭 하는게 좋겠습니다.
s13m3	남	30대	18	query007	필수	식음료	밥	꽃게탕 진짜 밥도둑	base	chat007_base	기분 좋아 보이세요.
s13m3	남	30대	19	query016	필수	주거와생활	집	신혼집 인테리어 어떻게 하지?	base	chat016_base	하나씩 꾸며보세요.
s13m3	남	30대	20	query054	주변	미용과건강	다이어트	팔뚝 너무 두꺼워	base	chat054_base	펭귄 운동 해보세요.
s13m3	남	30대	21	query046	주변	여가생활	게임	게임하다 시간 다 갔어.	base	chat046_base	게임할 때는 시간이 더 빨리 가요.
s13m3	남	30대	22	query019	필수	주거와생활	집	윗집 애 또 뛴다.	base	chat019_base	신고하세요.
s13m3	남	30대	23	query002	필수	식음료	밥	밥 너무 많이 남음.	base	chat002_base	소분해서 냉동실에 보관해보세요.
s13m3	남	30대	24	query056	주변	미용과건강	다이어트	나 비만이야	base	chat056_base	건강하게 운동해보세요.
s13m3	남	30대	25	query015	필수	주거와생활	집	집들이 하기 싫어.	base	chat015_base	쉽게 준비하는방법이 있는지 검색해서 준비해 보세요.
s13m3	남	30대	26	query043	주변	여가생활	게임	뉴게임 없나?	sense	chat043_sense	탁구공 넣기 게임 어떠세요?
s13m3	남	30대	27	query020	필수	주거와생활	집	전세집 구했어.	sense	chat020_sense	후드같이 고장나기 쉬운 것은 어떻게 수리하는지 미리 물어보는 것도 좋을 것 같아요.
s13m3	남	30대	28	query045	주변	여가생활	게임	방탈출 게임 갔다왔어.	base	chat045_base	성공했길 바랍니다.
s13m3	남	30대	29	query055	주변	미용과건강	다이어트	살 좀 빼야되는데	base	chat055_base	운동을 시작해보세요.
s13m3	남	30대	30	query005	필수	식음료	밥	밥 먹어야지	base	chat005_base	즐거운 시간 보내시길 바랍니다.
s13m3	남	30대	31	query018	필수	주거와생활	집	집에 다 와서 전에 사귀던 남자애 만났어.	sense	chat018_sense	옆집에 사는 건 아니겠죠?!
s13m3	남	30대	32	query047	주변	여가생활	게임	보드게임 재밌다	base	chat047_base	저도 하고 싶네요.
s13m3	남	30대	33	query013	필수	주거와생활	집	집에 먼지가 너무 많아.	base	chat013_base	대청소를 해보세요!
s13m3	남	30대	34	query058	주변	미용과건강	다이어트	살 쪄서 교복이 껴.	sense	chat058_sense	관리하는 습관이 중요한 것 같아요.
s13m3	남	30대	35	query010	필수	식음료	밥	밥 먹었는데도 또 배고파	base	chat010_base	디져트 드세요.
s13m3	남	30대	36	query027	필수	상거래	옷	개강 옷 예쁘게 입어 볼까?	sense	chat027_sense	어떤 옷이 있는지 말해 주면 어떻게 매치하는 게 좋을지 알려 줄게요.
s13m3	남	30대	37	query042	주변	여가생활	게임	새로운 게임 없나?	base	chat043_base	엄청 많죠.
s13m3	남	30대	38	query022	필수	상거래	옷	나 새 옷 샀다	sense	chat022_sense	어떻게 입으면 예쁠 것 같아요?
s13m3	남	30대	39	query053	주변	미용과건강	다이어트	살찐 거 같아	sense	chat053_sense	목표를 정해봐요! 다이어트의 1차 목표는 55 kg입니다.
s13m3	남	30대	40	query003	필수	식음료	밥	밥 먹었니?	base	chat003_base	배고프지 않아요.
s13m3	남	30대	41	query028	필수	상거래	옷	비 맞아서 옷 젖었어.	base	chat028_base	감기 조심 하세요.
s13m3	남	30대	42	query025	필수	상거래	옷	수학여행가는데 입을 게 없어.	sense	chat025_sense	인터넷으로 주문하면 금방 택배로 올 거예요.
s13m3	남	30대	43	query044	주변	여가생활	게임	예전 게임인데 재밌다.	base	chat047_base	저도 하고 싶네요.
s13m3	남	30대	44	query049	주변	여가생활	게임	핸드폰게임 자꾸 하게 돼.	base	chat049_base	시간을 정해보세요.
s13m3	남	30대	45	query006	필수	식음료	밥	밥 뭐 먹을까?	sense	chat006_sense	고기에 볶음밥 싸서 한 입 먹으면 천국이죠!
s13m3	남	30대	46	query059	주변	미용과건강	다이어트	뱃살 나온 거 같아	sense	chat058_sense	관리하는 습관이 중요한 것 같아요.
s13m3	남	30대	47	query029	필수	상거래	옷	옷장이 점점 줄어들어	base	chat029_base	지난 계절 옷을 잘 정리해 보세요.
s13m3	남	30대	48	query024	필수	상거래	옷	커플이 같은 옷 입는 거 좋아보여	sense	chat024_sense	여름 티는 커플이 같이 입기 좋은 것 같아요.
s13m3	남	30대	49	query009	필수	식음료	밥	밥생각이 없어.	sense	chat009_sense	같이 햄버거 먹는거 어때요? 저는 피클은 안먹으니까 빼고 먹어도 되죠?
