subject_id	gender	age	trial	cse_id	priority	domain	keyword	response	y	cse_sentence	note
s11f2	여	20대	41	cse007	필수	식음료	밥	X	0	게딱지 양념에 흰쌀밥을 비벼 먹으면 매우 맛있다.	
s11f2	여	20대	42	cse047	주변	여가생활	게임	X	0	게임을 하다가 말다가 해서 실력이 늘지 않는다고 하고 있다.	
s11f2	여	20대	43	cse038	주변	주거와생활	날씨	X	0	밖에 날씨도 좋고 구름도 이쁘다.	
s11f2	여	20대	44	cse058	주변	미용과건강	다이어트	X	0	다이어트 프로그램에 나오는 사람들이 결국에는 요요가 와서 어릴 때부터 잘 관리하는 게 중요한 것 같다.	
s11f2	여	20대	45	cse039	주변	주거와생활	날씨	O	1	지금 번개와 천둥을 동반한 비가 오고 있다.	
s11f2	여	20대	46	cse018	필수	주거와생활	집	X	0	같이 살면 많이 싸울 것 같다며 옆집에서 살자고 이야기하고 있다.	
s11f2	여	20대	47	cse008	필수	식음료	밥	O	1	점심에 초밥을 먹으러 추리하게 나갈 순 없는데 귀찮다고 하였다.	
s11f2	여	20대	48	cse009	필수	식음료	밥	O	1	김밥에 든 단무지랑 햄버거에 든 피클은 안 먹는다며 취향을 존중해달라고 한다.	
s11f2	여	20대	49	cse048	주변	여가생활	게임	O	1	추천한 게임이 회사에서 이미 유행 중이라고 한다.	
s11f2	여	20대	50	cse019	필수	주거와생활	집	X	0	여름에는 집이 너무 시끄러워서 살면 안 되겠다고 하자 호텔도 잠자리가 불편해서 잘 못 잤다는 이야기를 한다.	
s11f2	여	20대	51	cse040	주변	주거와생활	날씨	O	1	3시에 비 오기 전에 일찍 가자고 하였다.	
s11f2	여	20대	52	cse060	주변	미용과건강	다이어트	X	0	디톡스 부작용으로 먹는 얘기만 하게 되고 굶는 다이어트는 안 좋으니까 몸에 독소랑 함께 하기로 결심했다.	
s11f2	여	20대	53	cse020	필수	주거와생활	집	X	0	후드가 고장이 났는데 교체해 주는 곳밖에 없어서 집주인께 이야기를 해야 할지 철물점에 수리를 알아봐야 하는지 고민하고 있다.	
s11f2	여	20대	54	cse028	필수	상거래	옷	O	1	마음에 드는 셔츠가 없어서 니트를 샀다며 옷에 대해 이야기하고 있다.	
s11f2	여	20대	55	cse010	필수	식음료	밥	X	0	아침에 밥을 먹었기 때문에 지금은 편의점에서 핫바랑 컵라면을 사 먹으려고 한다.	
s11f2	여	20대	56	cse049	주변	여가생활	게임	X	0	생일선물(생선)을 서로 하지 않기로 했지만 궁금한 게임이 있어 사주면 대신 플레이(play)를 해줄 수 있는지 묻고 있다.	
s11f2	여	20대	57	cse030	필수	상거래	옷	X	0	언니가 코르덴 바지를 입기도 했고 최근에 꺼내 입었는데 너무 따뜻해서 좋아졌다.	
s11f2	여	20대	58	cse050	주변	여가생활	게임	X	0	게임을 했는데 한번은 상대방이 안와서 이겼고 첫판은 인원이 모자라서 기권패했다.	
s11f2	여	20대	59	cse029	필수	상거래	옷	O	1	언니 옷을 사러 갔다가 가디건이랑 얇은 엘레쎄 니트를 구매했다.	
s11f2	여	20대	60	cse034	주변	주거와생활	날씨	O	1	태풍이 지나가고 난 뒤 피해 상황에 대해 이야기한다.	
s12f2	여	20대	1	cse001	필수	식음료	밥	O	1	계란이랑 햄을 사서 볶음밥을 하려고 한다.	
s12f2	여	20대	2	cse031	주변	주거와생활	날씨	O	1	태풍 이름들이 이상하다며 누가 짓는 건지 궁금해하고 있다.	
s12f2	여	20대	3	cse011	필수	주거와생활	집	O	1	살고 있는 아파트 담보대출을 받아서 집 문제를 해결하려고 한다.	
s12f2	여	20대	4	cse041	주변	여가생활	게임	O	1	게임 내의 클럽을 보유한 지인에게 가입 의사를 밝혔다.	
s12f2	여	20대	5	cse021	필수	상거래	옷	X	0	옷을 사러 가야해서 평일과 주말 중 가능한 시간에 대해 이야기한다.	
s12f2	여	20대	6	cse051	주변	미용과건강	다이어트	O	1	다이어트(다요트) 식단으로 고구마, 계란, 바나나를 먹고 있으며, 목표 체중은 48이다.	
s12f2	여	20대	7	cse002	필수	식음료	밥	O	1	무생채가 있으니 밥을 비벼 먹을까 한다.	
s12f2	여	20대	8	cse012	필수	주거와생활	집	O	1	집을 알아봤는데 집값이 올랐다는 것이 피부로 느껴졌다.	
s12f2	여	20대	9	cse022	필수	상거래	옷	X	0	배송 온 옷을 입어보고 앞으로 어떻게 입고 다닐지에 대해 이야기한다.	
s12f2	여	20대	10	cse032	주변	주거와생활	날씨	O	1	태풍의 영향 때문에 형광등이 깜박거린다고 한다.	
s12f2	여	20대	11	cse042	주변	여가생활	게임	X	0	오늘 것은 내 취향이 아닌 것 같은데 기본 카드게임에 스토리가 있는 것 같다.	
s12f2	여	20대	12	cse059	주변	미용과건강	다이어트	O	1	다이어트 2일차인데 작심삼일이 아니고 이번에는 진짜이다.	
s12f2	여	20대	13	cse003	필수	식음료	밥	O	1	밥은 그날 먹고 싶은 걸로 시키는데 오늘은 순두부찌개를 시켰다.	
s12f2	여	20대	14	cse033	주변	주거와생활	날씨	O	1	밖에 덥기는 하지만 바람이 많이 분다고 한다.	
s12f2	여	20대	15	cse046	주변	여가생활	게임	O	1	게임 기록을 향상시키기 위한 방법을 알려주고있다.	
s12f2	여	20대	16	cse053	주변	미용과건강	다이어트	O	1	다이어트의 1차 목표는 55킬로그램(55 kg)이다.	
s12f2	여	20대	17	cse013	필수	주거와생활	집	O	1	집 근처에 공원은 많은데 철봉이 없어서 아쉽다.	
s12f2	여	20대	18	cse023	필수	상거래	옷	O	1	오늘도 H&M(흐앤므)에서 예쁘고 귀여운 옷을 샀다고하니 그만 사라고 한다.	
s12f2	여	20대	19	cse025	필수	상거래	옷	X	0	구입할 옷의 색상을 보여 주고 고르고 있다.	
s12f2	여	20대	20	cse014	필수	주거와생활	집	X	0	집에 문 두드린 사람이 집주인인지를 알아보고 있다.	
s12f2	여	20대	21	cse044	주변	여가생활	게임	X	0	배추에 맞았지만 게임상의 일이라서 화를 안 냈다.	
s12f2	여	20대	22	cse004	필수	식음료	밥	O	1	언니가 대구로 출장을 가서 혼자 밥을 먹어야(혼밥) 해야 해서 추천해 주려고 한다.	
s12f2	여	20대	23	cse015	필수	주거와생활	집	X	0	어차피 일 년 살 집이라 집들이는 안 할 거고, 대화 상대자가 오면 앉을 식탁과 의자를 사려 한다.	
s12f2	여	20대	24	cse054	주변	미용과건강	다이어트	O	1	다이어트를 하면 성격이 더러워져서 폭식을 하게 된다.	
s12f2	여	20대	25	cse043	주변	여가생활	게임	O	1	멋진 남자들이랑 탁구공 넣기 게임을 하고 싶다고 했다.	
s12f2	여	20대	26	cse035	주변	주거와생활	날씨	O	1	날씨가 풀렸는지 오늘은 시원한 봄 날씨이다.	
s12f2	여	20대	27	cse055	주변	미용과건강	다이어트	O	1	다이어트를 하는데 오늘 유독 배가 고파서 힘들다.	
s12f2	여	20대	28	cse026	필수	상거래	옷	O	1	주문한 옷이 집 앞에 택배로 와 있어야 하는데 없어서 전화해보려고 한다.	
s12f2	여	20대	29	cse005	필수	식음료	밥	O	1	엄마에게 김밥이 상하는지에 대해서 물어본다.	
s12f2	여	20대	30	cse016	필수	주거와생활	집	X	0	나중에 넓은 집으로 이사가면 가짜 나무로 만든 트리를 만들고 싶다.	
s12f2	여	20대	31	cse056	주변	미용과건강	다이어트	O	1	이제 만나면 저녁은 다이어트 식단으로 먹어야 한다.	
s12f2	여	20대	32	cse036	주변	주거와생활	날씨	O	1	요즘 날씨가 엄청 춥고 눈도 오는 한파이다.	
s12f2	여	20대	33	cse045	주변	여가생활	게임	X	0	방 탈출 게임인 크라임 신을 하고 싶어 하는 이야기를 하고 있다.	
s12f2	여	20대	34	cse006	필수	식음료	밥	X	0	내일 샐러드를 싸가야 하냐고 묻자 엄마가 샐러드 고기에 볶음밥 싸준다고 하고 있다.	
s12f2	여	20대	35	cse027	필수	상거래	옷	O	1	무슨 옷을 살 것인지 정하면 말해 준다고 한다.	
s12f2	여	20대	36	cse017	필수	주거와생활	집	O	1	집에서 오랜만에 창문을 다 열어놓고 환기를 하고 있다.	
s12f2	여	20대	37	cse037	주변	주거와생활	날씨	O	1	작년이나 재작년과 달리 올해는 날씨가 덥다.	
s12f2	여	20대	38	cse057	주변	미용과건강	다이어트	O	1	줄넘기를 하면서 다이어트를 하면 효과는 좋지만 무릎에 무리가 가니 무릎 보호대를 해야 한다.	
s12f2	여	20대	39	cse052	주변	미용과건강	다이어트	O	1	다이어트 식품인 비움과 노니를 먹는 방법에 대해 설명한다.	
s12f2	여	20대	40	cse024	필수	상거래	옷	X	0	옷 사기전에 보여주겠다는데 다음에는 여름 티가 시급해서 여름 티를 사려 한다.	
s12f2	여	20대	41	cse007	필수	식음료	밥	O	1	게딱지 양념에 흰쌀밥을 비벼 먹으면 매우 맛있다.	
s12f2	여	20대	42	cse047	주변	여가생활	게임	X	0	게임을 하다가 말다가 해서 실력이 늘지 않는다고 하고 있다.	
s12f2	여	20대	43	cse038	주변	주거와생활	날씨	O	1	밖에 날씨도 좋고 구름도 이쁘다.	
s12f2	여	20대	44	cse058	주변	미용과건강	다이어트	O	1	다이어트 프로그램에 나오는 사람들이 결국에는 요요가 와서 어릴 때부터 잘 관리하는 게 중요한 것 같다.	
s12f2	여	20대	45	cse039	주변	주거와생활	날씨	O	1	지금 번개와 천둥을 동반한 비가 오고 있다.	
s12f2	여	20대	46	cse018	필수	주거와생활	집	X	0	같이 살면 많이 싸울 것 같다며 옆집에서 살자고 이야기하고 있다.	
s12f2	여	20대	47	cse008	필수	식음료	밥	X	0	점심에 초밥을 먹으러 추리하게 나갈 순 없는데 귀찮다고 하였다.	
s12f2	여	20대	48	cse009	필수	식음료	밥	O	1	김밥에 든 단무지랑 햄버거에 든 피클은 안 먹는다며 취향을 존중해달라고 한다.	
s12f2	여	20대	49	cse048	주변	여가생활	게임	O	1	추천한 게임이 회사에서 이미 유행 중이라고 한다.	
s12f2	여	20대	50	cse019	필수	주거와생활	집	X	0	여름에는 집이 너무 시끄러워서 살면 안 되겠다고 하자 호텔도 잠자리가 불편해서 잘 못 잤다는 이야기를 한다.	
s12f2	여	20대	51	cse040	주변	주거와생활	날씨	O	1	3시에 비 오기 전에 일찍 가자고 하였다.	
s12f2	여	20대	52	cse060	주변	미용과건강	다이어트	X	0	디톡스 부작용으로 먹는 얘기만 하게 되고 굶는 다이어트는 안 좋으니까 몸에 독소랑 함께 하기로 결심했다.	
s12f2	여	20대	53	cse020	필수	주거와생활	집	O	1	후드가 고장이 났는데 교체해 주는 곳밖에 없어서 집주인께 이야기를 해야 할지 철물점에 수리를 알아봐야 하는지 고민하고 있다.	
s12f2	여	20대	54	cse028	필수	상거래	옷	O	1	마음에 드는 셔츠가 없어서 니트를 샀다며 옷에 대해 이야기하고 있다.	
s12f2	여	20대	55	cse010	필수	식음료	밥	O	1	아침에 밥을 먹었기 때문에 지금은 편의점에서 핫바랑 컵라면을 사 먹으려고 한다.	
s12f2	여	20대	56	cse049	주변	여가생활	게임	X	0	생일선물(생선)을 서로 하지 않기로 했지만 궁금한 게임이 있어 사주면 대신 플레이(play)를 해줄 수 있는지 묻고 있다.	
s12f2	여	20대	57	cse030	필수	상거래	옷	X	0	언니가 코르덴 바지를 입기도 했고 최근에 꺼내 입었는데 너무 따뜻해서 좋아졌다.	
s12f2	여	20대	58	cse050	주변	여가생활	게임	X	0	게임을 했는데 한번은 상대방이 안와서 이겼고 첫판은 인원이 모자라서 기권패했다.	
s12f2	여	20대	59	cse029	필수	상거래	옷	O	1	언니 옷을 사러 갔다가 가디건이랑 얇은 엘레쎄 니트를 구매했다.	
s12f2	여	20대	60	cse034	주변	주거와생활	날씨	O	1	태풍이 지나가고 난 뒤 피해 상황에 대해 이야기한다.	
s13m3	남	30대	1	cse001	필수	식음료	밥	O	1	계란이랑 햄을 사서 볶음밥을 하려고 한다.	인간의 생활과 관련된 사항이기 때문에, 인간에 대한 이해를 더욱 높일 수 있다고 생각합니다.
s13m3	남	30대	2	cse031	주변	주거와생활	날씨	O	1	태풍 이름들이 이상하다며 누가 짓는 건지 궁금해하고 있다.	
s13m3	남	30대	3	cse011	필수	주거와생활	집	O	1	살고 있는 아파트 담보대출을 받아서 집 문제를 해결하려고 한다.	
s13m3	남	30대	4	cse041	주변	여가생활	게임	O	1	게임 내의 클럽을 보유한 지인에게 가입 의사를 밝혔다.	
s13m3	남	30대	5	cse021	필수	상거래	옷	O	1	옷을 사러 가야해서 평일과 주말 중 가능한 시간에 대해 이야기한다.	
s13m3	남	30대	6	cse051	주변	미용과건강	다이어트	O	1	다이어트(다요트) 식단으로 고구마, 계란, 바나나를 먹고 있으며, 목표 체중은 48이다.	
s13m3	남	30대	7	cse002	필수	식음료	밥	O	1	무생채가 있으니 밥을 비벼 먹을까 한다.	
s13m3	남	30대	8	cse012	필수	주거와생활	집	O	1	집을 알아봤는데 집값이 올랐다는 것이 피부로 느껴졌다.	
s13m3	남	30대	9	cse022	필수	상거래	옷	O	1	배송 온 옷을 입어보고 앞으로 어떻게 입고 다닐지에 대해 이야기한다.	
s13m3	남	30대	10	cse032	주변	주거와생활	날씨	O	1	태풍의 영향 때문에 형광등이 깜박거린다고 한다.	
s13m3	남	30대	11	cse042	주변	여가생활	게임	X	0	오늘 것은 내 취향이 아닌 것 같은데 기본 카드게임에 스토리가 있는 것 같다.	명확한 의미를 이해하기 어려운 문장
s13m3	남	30대	12	cse059	주변	미용과건강	다이어트	O	1	다이어트 2일차인데 작심삼일이 아니고 이번에는 진짜이다.	
s13m3	남	30대	13	cse003	필수	식음료	밥	O	1	밥은 그날 먹고 싶은 걸로 시키는데 오늘은 순두부찌개를 시켰다.	
s13m3	남	30대	14	cse033	주변	주거와생활	날씨	O	1	밖에 덥기는 하지만 바람이 많이 분다고 한다.	
s13m3	남	30대	15	cse046	주변	여가생활	게임	O	1	게임 기록을 향상시키기 위한 방법을 알려주고있다.	
s13m3	남	30대	16	cse053	주변	미용과건강	다이어트	O	1	다이어트의 1차 목표는 55킬로그램(55 kg)이다.	
s13m3	남	30대	17	cse013	필수	주거와생활	집	O	1	집 근처에 공원은 많은데 철봉이 없어서 아쉽다.	
s13m3	남	30대	18	cse023	필수	상거래	옷	O	1	오늘도 H&M(흐앤므)에서 예쁘고 귀여운 옷을 샀다고하니 그만 사라고 한다.	
s13m3	남	30대	19	cse025	필수	상거래	옷	O	1	구입할 옷의 색상을 보여 주고 고르고 있다.	
s13m3	남	30대	20	cse014	필수	주거와생활	집	O	1	집에 문 두드린 사람이 집주인인지를 알아보고 있다.	
s13m3	남	30대	21	cse044	주변	여가생활	게임	X	0	배추에 맞았지만 게임상의 일이라서 화를 안 냈다.	의미가 명확하지 않은 문장
s13m3	남	30대	22	cse004	필수	식음료	밥	O	1	언니가 대구로 출장을 가서 혼자 밥을 먹어야(혼밥) 해야 해서 추천해 주려고 한다.	
s13m3	남	30대	23	cse015	필수	주거와생활	집	O	1	어차피 일 년 살 집이라 집들이는 안 할 거고, 대화 상대자가 오면 앉을 식탁과 의자를 사려 한다.	
s13m3	남	30대	24	cse054	주변	미용과건강	다이어트	O	1	다이어트를 하면 성격이 더러워져서 폭식을 하게 된다.	
s13m3	남	30대	25	cse043	주변	여가생활	게임	O	1	멋진 남자들이랑 탁구공 넣기 게임을 하고 싶다고 했다.	
s13m3	남	30대	26	cse035	주변	주거와생활	날씨	O	1	날씨가 풀렸는지 오늘은 시원한 봄 날씨이다.	
s13m3	남	30대	27	cse055	주변	미용과건강	다이어트	O	1	다이어트를 하는데 오늘 유독 배가 고파서 힘들다.	
s13m3	남	30대	28	cse026	필수	상거래	옷	O	1	주문한 옷이 집 앞에 택배로 와 있어야 하는데 없어서 전화해보려고 한다.	
s13m3	남	30대	29	cse005	필수	식음료	밥	O	1	엄마에게 김밥이 상하는지에 대해서 물어본다.	
s13m3	남	30대	30	cse016	필수	주거와생활	집	O	1	나중에 넓은 집으로 이사가면 가짜 나무로 만든 트리를 만들고 싶다.	
s13m3	남	30대	31	cse056	주변	미용과건강	다이어트	O	1	이제 만나면 저녁은 다이어트 식단으로 먹어야 한다.	
s13m3	남	30대	32	cse036	주변	주거와생활	날씨	O	1	요즘 날씨가 엄청 춥고 눈도 오는 한파이다.	
s13m3	남	30대	33	cse045	주변	여가생활	게임	O	1	방 탈출 게임인 크라임 신을 하고 싶어 하는 이야기를 하고 있다.	
s13m3	남	30대	34	cse006	필수	식음료	밥	O	1	내일 샐러드를 싸가야 하냐고 묻자 엄마가 샐러드 고기에 볶음밥 싸준다고 하고 있다.	
s13m3	남	30대	35	cse027	필수	상거래	옷	O	1	무슨 옷을 살 것인지 정하면 말해 준다고 한다.	
s13m3	남	30대	36	cse017	필수	주거와생활	집	O	1	집에서 오랜만에 창문을 다 열어놓고 환기를 하고 있다.	
s13m3	남	30대	37	cse037	주변	주거와생활	날씨	O	1	작년이나 재작년과 달리 올해는 날씨가 덥다.	
s13m3	남	30대	38	cse057	주변	미용과건강	다이어트	O	1	줄넘기를 하면서 다이어트를 하면 효과는 좋지만 무릎에 무리가 가니 무릎 보호대를 해야 한다.	
s13m3	남	30대	39	cse052	주변	미용과건강	다이어트	O	1	다이어트 식품인 비움과 노니를 먹는 방법에 대해 설명한다.	
s13m3	남	30대	40	cse024	필수	상거래	옷	O	1	옷 사기전에 보여주겠다는데 다음에는 여름 티가 시급해서 여름 티를 사려 한다.	
s13m3	남	30대	41	cse007	필수	식음료	밥	O	1	게딱지 양념에 흰쌀밥을 비벼 먹으면 매우 맛있다.	
s13m3	남	30대	42	cse047	주변	여가생활	게임	O	1	게임을 하다가 말다가 해서 실력이 늘지 않는다고 하고 있다.	
s13m3	남	30대	43	cse038	주변	주거와생활	날씨	O	1	밖에 날씨도 좋고 구름도 이쁘다.	
s13m3	남	30대	44	cse058	주변	미용과건강	다이어트	X	0	다이어트 프로그램에 나오는 사람들이 결국에는 요요가 와서 어릴 때부터 잘 관리하는 게 중요한 것 같다.	의미가 명확히 전달되지 않는 문장
s13m3	남	30대	45	cse039	주변	주거와생활	날씨	O	1	지금 번개와 천둥을 동반한 비가 오고 있다.	
s13m3	남	30대	46	cse018	필수	주거와생활	집	O	1	같이 살면 많이 싸울 것 같다며 옆집에서 살자고 이야기하고 있다.	
s13m3	남	30대	47	cse008	필수	식음료	밥	O	1	점심에 초밥을 먹으러 추리하게 나갈 순 없는데 귀찮다고 하였다.	
s13m3	남	30대	48	cse009	필수	식음료	밥	O	1	김밥에 든 단무지랑 햄버거에 든 피클은 안 먹는다며 취향을 존중해달라고 한다.	
s13m3	남	30대	49	cse048	주변	여가생활	게임	O	1	추천한 게임이 회사에서 이미 유행 중이라고 한다.	
s13m3	남	30대	50	cse019	필수	주거와생활	집	O	1	여름에는 집이 너무 시끄러워서 살면 안 되겠다고 하자 호텔도 잠자리가 불편해서 잘 못 잤다는 이야기를 한다.	
s13m3	남	30대	51	cse040	주변	주거와생활	날씨	O	1	3시에 비 오기 전에 일찍 가자고 하였다.	
s13m3	남	30대	52	cse060	주변	미용과건강	다이어트	X	0	디톡스 부작용으로 먹는 얘기만 하게 되고 굶는 다이어트는 안 좋으니까 몸에 독소랑 함께 하기로 결심했다.	의미가 명확히 전달되지 않음
s13m3	남	30대	53	cse020	필수	주거와생활	집	O	1	후드가 고장이 났는데 교체해 주는 곳밖에 없어서 집주인께 이야기를 해야 할지 철물점에 수리를 알아봐야 하는지 고민하고 있다.	
s13m3	남	30대	54	cse028	필수	상거래	옷	O	1	마음에 드는 셔츠가 없어서 니트를 샀다며 옷에 대해 이야기하고 있다.	
s13m3	남	30대	55	cse010	필수	식음료	밥	O	1	아침에 밥을 먹었기 때문에 지금은 편의점에서 핫바랑 컵라면을 사 먹으려고 한다.	
s13m3	남	30대	56	cse049	주변	여가생활	게임	O	1	생일선물(생선)을 서로 하지 않기로 했지만 궁금한 게임이 있어 사주면 대신 플레이(play)를 해줄 수 있는지 묻고 있다.	
s13m3	남	30대	57	cse030	필수	상거래	옷	O	1	언니가 코르덴 바지를 입기도 했고 최근에 꺼내 입었는데 너무 따뜻해서 좋아졌다.	
s13m3	남	30대	58	cse050	주변	여가생활	게임	O	1	게임을 했는데 한번은 상대방이 안와서 이겼고 첫판은 인원이 모자라서 기권패했다.	
s13m3	남	30대	59	cse029	필수	상거래	옷	O	1	언니 옷을 사러 갔다가 가디건이랑 얇은 엘레쎄 니트를 구매했다.	
s13m3	남	30대	60	cse034	주변	주거와생활	날씨	O	1	태풍이 지나가고 난 뒤 피해 상황에 대해 이야기한다.	
s14m3	남	30대	1	cse001	필수	식음료	밥	O	1	계란이랑 햄을 사서 볶음밥을 하려고 한다.	실제 세계의 지식과 일치하고 문법 오류가 없으며 상황맥락의 빈도도 높은 편으로 보임
s14m3	남	30대	2	cse031	주변	주거와생활	날씨	X	0	태풍 이름들이 이상하다며 누가 짓는 건지 궁금해하고 있다.	문장 하나로는 장면이 완성되지 않는다(주어나 부연설명 필요)
s14m3	남	30대	3	cse011	필수	주거와생활	집	O	1	살고 있는 아파트 담보대출을 받아서 집 문제를 해결하려고 한다.	
s14m3	남	30대	4	cse041	주변	여가생활	게임	O	1	게임 내의 클럽을 보유한 지인에게 가입 의사를 밝혔다.	
s14m3	남	30대	5	cse021	필수	상거래	옷	X	0	옷을 사러 가야해서 평일과 주말 중 가능한 시간에 대해 이야기한다.	이야기'는 참여자가 같이 등장해야 자연스러울 듯하다.
s14m3	남	30대	6	cse051	주변	미용과건강	다이어트	O	1	다이어트(다요트) 식단으로 고구마, 계란, 바나나를 먹고 있으며, 목표 체중은 48이다.	
s14m3	남	30대	7	cse002	필수	식음료	밥	X	0	무생채가 있으니 밥을 비벼 먹을까 한다.	
s14m3	남	30대	8	cse012	필수	주거와생활	집	O	1	집을 알아봤는데 집값이 올랐다는 것이 피부로 느껴졌다.	
s14m3	남	30대	9	cse022	필수	상거래	옷	X	0	배송 온 옷을 입어보고 앞으로 어떻게 입고 다닐지에 대해 이야기한다.	
s14m3	남	30대	10	cse032	주변	주거와생활	날씨	O	1	태풍의 영향 때문에 형광등이 깜박거린다고 한다.	
s14m3	남	30대	11	cse042	주변	여가생활	게임	X	0	오늘 것은 내 취향이 아닌 것 같은데 기본 카드게임에 스토리가 있는 것 같다.	
s14m3	남	30대	12	cse059	주변	미용과건강	다이어트	O	1	다이어트 2일차인데 작심삼일이 아니고 이번에는 진짜이다.	
s14m3	남	30대	13	cse003	필수	식음료	밥	O	1	밥은 그날 먹고 싶은 걸로 시키는데 오늘은 순두부찌개를 시켰다.	
s14m3	남	30대	14	cse033	주변	주거와생활	날씨	O	1	밖에 덥기는 하지만 바람이 많이 분다고 한다.	
s14m3	남	30대	15	cse046	주변	여가생활	게임	O	1	게임 기록을 향상시키기 위한 방법을 알려주고있다.	
s14m3	남	30대	16	cse053	주변	미용과건강	다이어트	O	1	다이어트의 1차 목표는 55킬로그램(55 kg)이다.	
s14m3	남	30대	17	cse013	필수	주거와생활	집	O	1	집 근처에 공원은 많은데 철봉이 없어서 아쉽다.	
s14m3	남	30대	18	cse023	필수	상거래	옷	X	0	오늘도 H&M(흐앤므)에서 예쁘고 귀여운 옷을 샀다고하니 그만 사라고 한다.	
s14m3	남	30대	19	cse025	필수	상거래	옷	O	1	구입할 옷의 색상을 보여 주고 고르고 있다.	
s14m3	남	30대	20	cse014	필수	주거와생활	집	O	1	집에 문 두드린 사람이 집주인인지를 알아보고 있다.	
s14m3	남	30대	21	cse044	주변	여가생활	게임	X	0	배추에 맞았지만 게임상의 일이라서 화를 안 냈다.	
s14m3	남	30대	22	cse004	필수	식음료	밥	O	1	언니가 대구로 출장을 가서 혼자 밥을 먹어야(혼밥) 해야 해서 추천해 주려고 한다.	
s14m3	남	30대	23	cse015	필수	주거와생활	집	O	1	어차피 일 년 살 집이라 집들이는 안 할 거고, 대화 상대자가 오면 앉을 식탁과 의자를 사려 한다.	
s14m3	남	30대	24	cse054	주변	미용과건강	다이어트	O	1	다이어트를 하면 성격이 더러워져서 폭식을 하게 된다.	
s14m3	남	30대	25	cse043	주변	여가생활	게임	X	0	멋진 남자들이랑 탁구공 넣기 게임을 하고 싶다고 했다.	
s14m3	남	30대	26	cse035	주변	주거와생활	날씨	O	1	날씨가 풀렸는지 오늘은 시원한 봄 날씨이다.	
s14m3	남	30대	27	cse055	주변	미용과건강	다이어트	O	1	다이어트를 하는데 오늘 유독 배가 고파서 힘들다.	
s14m3	남	30대	28	cse026	필수	상거래	옷	O	1	주문한 옷이 집 앞에 택배로 와 있어야 하는데 없어서 전화해보려고 한다.	
s14m3	남	30대	29	cse005	필수	식음료	밥	X	0	엄마에게 김밥이 상하는지에 대해서 물어본다.	
s14m3	남	30대	30	cse016	필수	주거와생활	집	O	1	나중에 넓은 집으로 이사가면 가짜 나무로 만든 트리를 만들고 싶다.	
s14m3	남	30대	31	cse056	주변	미용과건강	다이어트	O	1	이제 만나면 저녁은 다이어트 식단으로 먹어야 한다.	
s14m3	남	30대	32	cse036	주변	주거와생활	날씨	O	1	요즘 날씨가 엄청 춥고 눈도 오는 한파이다.	
s14m3	남	30대	33	cse045	주변	여가생활	게임	X	0	방 탈출 게임인 크라임 신을 하고 싶어 하는 이야기를 하고 있다.	
s14m3	남	30대	34	cse006	필수	식음료	밥	O	1	내일 샐러드를 싸가야 하냐고 묻자 엄마가 샐러드 고기에 볶음밥 싸준다고 하고 있다.	
s14m3	남	30대	35	cse027	필수	상거래	옷	O	1	무슨 옷을 살 것인지 정하면 말해 준다고 한다.	
s14m3	남	30대	36	cse017	필수	주거와생활	집	O	1	집에서 오랜만에 창문을 다 열어놓고 환기를 하고 있다.	
s14m3	남	30대	37	cse037	주변	주거와생활	날씨	O	1	작년이나 재작년과 달리 올해는 날씨가 덥다.	
s14m3	남	30대	38	cse057	주변	미용과건강	다이어트	O	1	줄넘기를 하면서 다이어트를 하면 효과는 좋지만 무릎에 무리가 가니 무릎 보호대를 해야 한다.	
s14m3	남	30대	39	cse052	주변	미용과건강	다이어트	X	0	다이어트 식품인 비움과 노니를 먹는 방법에 대해 설명한다.	
s14m3	남	30대	40	cse024	필수	상거래	옷	X	0	옷 사기전에 보여주겠다는데 다음에는 여름 티가 시급해서 여름 티를 사려 한다.	
s14m3	남	30대	41	cse007	필수	식음료	밥	O	1	게딱지 양념에 흰쌀밥을 비벼 먹으면 매우 맛있다.	
s14m3	남	30대	42	cse047	주변	여가생활	게임	O	1	게임을 하다가 말다가 해서 실력이 늘지 않는다고 하고 있다.	
s14m3	남	30대	43	cse038	주변	주거와생활	날씨	O	1	밖에 날씨도 좋고 구름도 이쁘다.	
s14m3	남	30대	44	cse058	주변	미용과건강	다이어트	O	1	다이어트 프로그램에 나오는 사람들이 결국에는 요요가 와서 어릴 때부터 잘 관리하는 게 중요한 것 같다.	
s14m3	남	30대	45	cse039	주변	주거와생활	날씨	O	1	지금 번개와 천둥을 동반한 비가 오고 있다.	
s14m3	남	30대	46	cse018	필수	주거와생활	집	O	1	같이 살면 많이 싸울 것 같다며 옆집에서 살자고 이야기하고 있다.	
s14m3	남	30대	47	cse008	필수	식음료	밥	X	0	점심에 초밥을 먹으러 추리하게 나갈 순 없는데 귀찮다고 하였다.	는데'가 앞뒤 문장 연결에 어울리지 않음
s14m3	남	30대	48	cse009	필수	식음료	밥	O	1	김밥에 든 단무지랑 햄버거에 든 피클은 안 먹는다며 취향을 존중해달라고 한다.	
s14m3	남	30대	49	cse048	주변	여가생활	게임	O	1	추천한 게임이 회사에서 이미 유행 중이라고 한다.	
s14m3	남	30대	50	cse019	필수	주거와생활	집	X	0	여름에는 집이 너무 시끄러워서 살면 안 되겠다고 하자 호텔도 잠자리가 불편해서 잘 못 잤다는 이야기를 한다.	
